mgcv/mass/survival,koushik_roy
mgcv/mass/survival,ElsevierConnect
CoordinateCleaner,BiodivRsity
neotoma,neotomadb
neotoma,sjGoring
NLMR,msciain
plotly,cpsievert
rcrossref,CrossrefOrg
rentrez,theatavism
rgbif,GBIF
rotl,fmic_
rotl,opentreeoflife
spatsoc,robit_alec
tabulizer,tpaskhalis
RSelenium,slothsonian
weathercan,steffilazerte
weathercan,big_bad_sam
MODIStsp,lbusetto74
